,id,nome_carro,marca,modelo,preco_novo,custo_minimo,custo_maximo,idade_veiculo,km_dirigidos,tipo_vendedor,tipo_combustivel,tipo_transmissao,milhagem,motor,poder_maximo,assentos,preco_venda,ipva,km_por_ano,fabricacao
9054,18761,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,New Car (On-Road Price) : Rs.74.17-1.72 Cr*,741700000.0,17200000.0,15,78000,distribuidora,Petrol,Automatic,10.5,1796,157.7,5,500000,20000,5200.0,2009
9055,18763,Renault Duster,Renault,Duster,New Car (On-Road Price) : Rs.11.51-17.20 Lakh*,1151000.0,1720000.0,4,40000,particular,Petrol,Automatic,14.99,1498,104.5,5,900000,36000,10000.0,2020
9056,18764,Honda Amaze,Honda,Amaze,New Car (On-Road Price) : Rs.7.27-10.25 Lakh*,727000.0,1025000.0,8,28802,distribuidora,Petrol,Automatic,15.5,1198,86.7,5,450000,18000,3600.25,2016
9057,18766,Honda Jazz,Honda,Jazz,New Car (On-Road Price) : Rs.9.20-11.83 Lakh*,920000.0,1183000.0,6,55937,distribuidora,Petrol,Manual,18.7,1199,88.7,5,635000,25400,9322.833333333334,2018
9058,18768,Honda CR-V,Honda,CR-V,New Car (On-Road Price) : Rs.35.21-37.03 Lakh*,3521000.0,3703000.0,17,87000,distribuidora,Petrol,Automatic,13.7,1997,153.86,5,450000,18000,5117.64705882353,2007
9060,18772,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,New Car (On-Road Price) : Rs.75.45-94.01 Lakh*,7545000.0,9401000.0,3,25550,distribuidora,Diesel,Automatic,10,2148,170,5,4450000,178000,8516.666666666666,2021
9061,18780,Maruti S-Presso,Maruti,S-Presso,New Car (On-Road Price) : Rs.4.31-5.78 Lakh*,431000.0,578000.0,1,5000,particular,Petrol,Manual,21.7,998,67,5,550000,22000,5000.0,2023
9062,18781,Hyundai Grand,Hyundai,Grand,New Car (On-Road Price) : Rs.7.33-7.71 Lakh*,733000.0,771000.0,5,45000,distribuidora,Petrol,Manual,18.9,1197,82,5,550000,22000,9000.0,2019
9063,18782,Hyundai i20,Hyundai,i20,New Car (On-Road Price) : Rs.9.68-12.84 Lakh*,968000.0,1284000.0,5,64500,particular,Diesel,Manual,22.54,1396,88.73,5,749000,29960,12900.0,2019
9064,18784,Toyota Innova,Toyota,Innova,New Car (On-Road Price) : Rs.21.31-31.07 Lakh*,2131000.0,3107000.0,4,54226,distribuidora,Diesel,Manual,13.68,2393,147.8,7,1700000,68000,13556.5,2020
9066,18796,Hyundai Grand,Hyundai,Grand,New Car (On-Road Price) : Rs.7.06-7.42 Lakh*,706000.0,742000.0,2,1200,distribuidora,Petrol,Manual,18.9,1197,81.86,5,611000,24440,600.0,2022
9067,18798,Hyundai Verna,Hyundai,Verna,New Car (On-Road Price) : Rs.10.56-16.45 Lakh*,1056000.0,1645000.0,4,32200,distribuidora,Petrol,Automatic,17.1,1591,121.4,5,945000,37800,8050.0,2020
9068,18799,Volkswagen Polo,Volkswagen,Polo,New Car (On-Road Price) : Rs.7.40-12.08 Lakh*,740000.0,1208000.0,5,31000,distribuidora,Petrol,Manual,16.47,1198,74,5,685000,27400,6200.0,2019
9069,18801,Honda City,Honda,City,New Car (On-Road Price) : Rs.12.90-16.99 Lakh*,1290000.0,1699000.0,11,90000,particular,Petrol,Manual,17,1497,118,5,300000,12000,8181.818181818182,2013
9070,18802,Maruti Celerio,Maruti,Celerio,New Car (On-Road Price) : Rs.5.25-6.60 Lakh*,525000.0,660000.0,5,100000,particular,Petrol,Automatic,23.1,998,67.04,5,400000,16000,20000.0,2019
9071,18805,Ford Figo,Ford,Figo,New Car (On-Road Price) : Rs.6.84-8.56 Lakh*,684000.0,856000.0,8,46584,distribuidora,Petrol,Manual,15.6,1196,70,5,325000,13000,5823.0,2016
9072,18810,Maruti Ciaz,Maruti,Ciaz,New Car (On-Road Price) : Rs.9.95-13.51 Lakh*,995000.0,1351000.0,3,33000,distribuidora,Petrol,Automatic,19.12,1373,91.1,5,945000,37800,11000.0,2021
9073,18813,Honda Amaze,Honda,Amaze,New Car (On-Road Price) : Rs.7.35-10.36 Lakh*,735000.0,1036000.0,2,18005,distribuidora,Petrol,Automatic,18.1,1199,88.7,5,785000,31400,9002.5,2022
9074,18815,BMW 5,BMW,5,New Car (On-Road Price) : Rs.78.37-87.92 Lakh*,7837000.0,8792000.0,5,48530,distribuidora,Diesel,Automatic,18.12,1995,190,5,3375000,135000,9706.0,2019
9075,18817,Honda City,Honda,City,New Car (On-Road Price) : Rs.12.34-16.27 Lakh*,1234000.0,1627000.0,12,63000,particular,Petrol,Manual,17,1497,118,5,260000,10400,5250.0,2012
9076,18819,Land Rover Rover,Land Rover,Rover,New Car (On-Road Price) : Rs.73.37-77.07 Lakh*,7337000.0,7707000.0,6,56000,distribuidora,Diesel,Automatic,12.7,2179,187.7,5,3700000,148000,9333.333333333334,2018
9077,18821,Maruti Baleno,Maruti,Baleno,New Car (On-Road Price) : Rs.7.05-10.73 Lakh*,705000.0,1073000.0,4,54000,distribuidora,Petrol,Manual,21.4,1197,83.1,5,580000,23200,13500.0,2020
9078,18822,Hyundai i20,Hyundai,i20,New Car (On-Road Price) : Rs.9.68-12.84 Lakh*,968000.0,1284000.0,9,53000,distribuidora,Diesel,Manual,21.9,1396,90,5,385000,15400,5888.888888888889,2015
9079,18824,Mahindra Scorpio,Mahindra,Scorpio,New Car (On-Road Price) : Rs.14.42-19.20 Lakh*,1442000.0,1920000.0,4,110000,particular,Diesel,Manual,15.4,1997,120,7,800000,32000,27500.0,2020
9080,18827,Datsun GO,Datsun,GO,New Car (On-Road Price) : Rs.5.57-8.74 Lakh*,557000.0,874000.0,6,27000,distribuidora,Petrol,Manual,19.44,1198,67,7,295000,11800,4500.0,2018
9081,18828,Toyota Fortuner,Toyota,Fortuner,New Car (On-Road Price) : Rs.39.12-45.22 Lakh*,3912000.0,4522000.0,4,20000,particular,Diesel,Automatic,15.04,2755,174.5,7,3300000,132000,5000.0,2020
9082,18829,Toyota Fortuner,Toyota,Fortuner,New Car (On-Road Price) : Rs.39.97-46.24 Lakh*,3997000.0,4624000.0,3,65000,distribuidora,Diesel,Automatic,12.9,2755,174.5,7,2800000,112000,21666.666666666668,2021
9083,18830,Hyundai i20,Hyundai,i20,New Car (On-Road Price) : Rs.9.89-13.36 Lakh*,989000.0,1336000.0,8,65000,distribuidora,Diesel,Manual,21.9,1396,88.76,5,475000,19000,8125.0,2016
9084,18831,Ford Figo,Ford,Figo,New Car (On-Road Price) : Rs.9.34-9.88 Lakh*,934000.0,988000.0,8,97358,distribuidora,Diesel,Manual,20,1399,68.05,5,365000,14600,12169.75,2016
9085,18832,Mahindra Scorpio,Mahindra,Scorpio,New Car (On-Road Price) : Rs.14.49-18.69 Lakh*,1449000.0,1869000.0,8,40000,particular,Diesel,Manual,14,2523,75,8,550000,22000,5000.0,2016
9086,18836,Maruti Wagon R,Maruti,Wagon R,New Car (On-Road Price) : Rs.6.09-6.17 Lakh*,609000.0,617000.0,3,57000,distribuidora,CNG,Manual,32.52,998,58.33,5,435000,17400,19000.0,2021
9087,18837,Maruti Baleno,Maruti,Baleno,New Car (On-Road Price) : Rs.7.40-11.22 Lakh*,740000.0,1122000.0,4,43318,distribuidora,Petrol,Automatic,19.56,1197,81.8,5,750000,30000,10829.5,2020
9088,18838,Maruti Alto,Maruti,Alto,New Car (On-Road Price) : Rs.3.50-4.69 Lakh*,350000.0,469000.0,5,6800,particular,Petrol,Manual,24.7,796,47.3,5,300000,12000,1360.0,2019
9089,18841,BMW 5,BMW,5,New Car (On-Road Price) : Rs.78.37-87.92 Lakh*,7837000.0,8792000.0,10,63000,distribuidora,Diesel,Automatic,18.48,1995,177,5,1590000,63600,6300.0,2014
9090,18842,Toyota Innova,Toyota,Innova,New Car (On-Road Price) : Rs.21.26-30.63 Lakh*,2126000.0,3063000.0,2,38000,particular,Diesel,Manual,13.68,2393,147.8,8,1700000,68000,19000.0,2022
9091,18845,Hyundai i20,Hyundai,i20,New Car (On-Road Price) : Rs.9.10-11.97 Lakh*,910000.0,1197000.0,5,57000,particular,Diesel,Manual,22.54,1396,88.73,5,530000,21200,11400.0,2019
9092,18846,Honda City,Honda,City,New Car (On-Road Price) : Rs.15.02-17.80 Lakh*,1502000.0,1780000.0,5,46000,distribuidora,Diesel,Manual,26,1498,98.6,5,650000,26000,9200.0,2019
9093,18847,Maruti Ertiga,Maruti,Ertiga,New Car (On-Road Price) : Rs.8.92-12.19 Lakh*,892000.0,1219000.0,4,40000,particular,Petrol,Automatic,17.03,1373,91.1,7,720000,28800,10000.0,2020
9094,18849,Maruti Alto,Maruti,Alto,New Car (On-Road Price) : Rs.3.60-4.80 Lakh*,360000.0,480000.0,4,20920,distribuidora,Petrol,Manual,24.7,796,47.3,5,310000,12400,5230.0,2020
9095,18850,Hyundai Elantra,Hyundai,Elantra,New Car (On-Road Price) : Rs.22.59-25.23 Lakh*,2259000.0,2523000.0,3,40000,distribuidora,Petrol,Automatic,14.62,1999,149.92,5,1600000,64000,13333.333333333334,2021
9096,18851,Mahindra XUV500,Mahindra,XUV500,New Car (On-Road Price) : Rs.17.83-24.91 Lakh*,1783000.0,2491000.0,6,85000,particular,Diesel,Manual,16,2179,140,7,1300000,52000,14166.666666666666,2018
9097,18852,BMW 3,BMW,3,New Car (On-Road Price) : Rs.51.47-58.05 Lakh*,5147000.0,5805000.0,10,75100,distribuidora,Diesel,Automatic,13.2,1995,170,5,1025000,41000,7510.0,2014
9098,18853,Hyundai Verna,Hyundai,Verna,New Car (On-Road Price) : Rs.10.56-16.45 Lakh*,1056000.0,1645000.0,10,54000,distribuidora,Petrol,Manual,17.1,1591,121.3,5,451000,18040,5400.0,2014
9099,18854,Mahindra XUV500,Mahindra,XUV500,New Car (On-Road Price) : Rs.17.83-24.91 Lakh*,1783000.0,2491000.0,6,86000,distribuidora,Diesel,Manual,16,2179,140,7,1175000,47000,14333.333333333334,2018
9100,18856,Hyundai Creta,Hyundai,Creta,New Car (On-Road Price) : Rs.12.55-22.31 Lakh*,1255000.0,2231000.0,4,33000,distribuidora,Petrol,Manual,15.8,1591,121.3,5,1140000,45600,8250.0,2020
9101,18858,Hyundai Creta,Hyundai,Creta,New Car (On-Road Price) : Rs.12.33-20.82 Lakh*,1233000.0,2082000.0,6,51000,distribuidora,Diesel,Manual,21.38,1396,88.7,5,910000,36400,8500.0,2018
9102,18859,Hyundai Verna,Hyundai,Verna,New Car (On-Road Price) : Rs.10.09-15.59 Lakh*,1009000.0,1559000.0,6,31500,particular,Petrol,Manual,17.01,1591,121.3,5,600000,24000,5250.0,2018
9103,18865,BMW X1,BMW,X1,New Car (On-Road Price) : Rs.49.91-51.59 Lakh*,4991000.0,5159000.0,2,15000,distribuidora,Diesel,Automatic,20.68,1995,188,5,3250000,130000,7500.0,2022
9104,18866,Honda City,Honda,City,New Car (On-Road Price) : Rs.12.91-17.15 Lakh*,1291000.0,1715000.0,5,27000,particular,Petrol,Manual,17.8,1497,117.3,5,650000,26000,5400.0,2019
9105,18869,Maruti Eeco,Maruti,Eeco,New Car (On-Road Price) : Rs.4.47-4.92 Lakh*,447000.0,492000.0,2,1500,particular,Petrol,Manual,15.37,1196,73,5,380000,15200,750.0,2022
9106,18870,Honda Jazz,Honda,Jazz,New Car (On-Road Price) : Rs.9.20-11.83 Lakh*,920000.0,1183000.0,5,44480,distribuidora,Petrol,Automatic,19,1199,88.7,5,625000,25000,8896.0,2019
9107,18871,Honda Amaze,Honda,Amaze,New Car (On-Road Price) : Rs.7.04-9.90 Lakh*,704000.0,990000.0,8,57000,distribuidora,Petrol,Automatic,18.1,1199,88.7,5,425000,17000,7125.0,2016
9108,18872,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,New Car (On-Road Price) : Rs.76.73-95.61 Lakh*,7673000.0,9561000.0,17,126000,distribuidora,Diesel,Automatic,11,2987,198.5,5,315000,12600,7411.764705882353,2007
9109,18873,Maruti Celerio,Maruti,Celerio,New Car (On-Road Price) : Rs.5.39-6.82 Lakh*,539000.0,682000.0,4,20000,particular,Petrol,Automatic,23.1,998,67.04,5,450000,18000,5000.0,2020
9110,18874,Honda City,Honda,City,New Car (On-Road Price) : Rs.13.62-18.06 Lakh*,1362000.0,1806000.0,6,90000,particular,Petrol,Automatic,18,1497,117.3,5,750000,30000,15000.0,2018
9111,18875,Honda City,Honda,City,New Car (On-Road Price) : Rs.13.07-17.33 Lakh*,1307000.0,1733000.0,11,80000,particular,Petrol,Automatic,16.8,1497,118,5,400000,16000,7272.727272727273,2013
9112,18877,Honda Jazz,Honda,Jazz,New Car (On-Road Price) : Rs.8.94-11.48 Lakh*,894000.0,1148000.0,6,19567,distribuidora,Petrol,Manual,18.7,1199,88.7,5,575000,23000,3261.1666666666665,2018
9113,18879,Maruti Baleno,Maruti,Baleno,New Car (On-Road Price) : Rs.6.76-10.36 Lakh*,676000.0,1036000.0,5,60000,particular,Petrol,Manual,21.4,1197,83.1,5,500000,20000,12000.0,2019
9114,18881,Maruti Celerio,Maruti,Celerio,New Car (On-Road Price) : Rs.5.36-6.72 Lakh*,536000.0,672000.0,7,39800,distribuidora,Petrol,Automatic,23.1,998,67.04,5,375000,15000,5685.714285714285,2017
9115,18882,Hyundai i10,Hyundai,i10,New Car (On-Road Price) : Rs.7.05-7.41 Lakh*,705000.0,741000.0,9,58500,distribuidora,Petrol,Automatic,16.95,1197,78.9,5,325000,13000,6500.0,2015
9116,18886,Maruti Ignis,Maruti,Ignis,New Car (On-Road Price) : Rs.5.62-8.34 Lakh*,562000.0,834000.0,3,33000,distribuidora,Petrol,Manual,20.89,1197,81.8,5,550000,22000,11000.0,2021
9118,18891,Maruti Celerio,Maruti,Celerio,New Car (On-Road Price) : Rs.5.55-7.00 Lakh*,555000.0,700000.0,7,26000,distribuidora,Petrol,Automatic,23.1,998,67.04,5,460000,18400,3714.285714285714,2017
9119,18892,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,New Car (On-Road Price) : Rs.48.86-1.64 Cr*,488600000.0,16400000.0,6,35000,distribuidora,Petrol,Automatic,14.74,1991,181.04,5,2250000,90000,5833.333333333333,2018
9120,18894,Renault KWID,Renault,KWID,New Car (On-Road Price) : Rs.3.79-6.18 Lakh*,379000.0,618000.0,3,50000,particular,Petrol,Manual,25.17,799,53.3,5,300000,12000,16666.666666666668,2021
9121,18898,Maruti Swift Dzire,Maruti,Swift Dzire,New Car (On-Road Price) : Rs.7.36-10.90 Lakh*,736000.0,1090000.0,1,18000,distribuidora,Petrol,Manual,21.21,1197,81.8,5,800000,32000,18000.0,2023
9122,18900,Ford Figo,Ford,Figo,New Car (On-Road Price) : Rs.9.28-9.81 Lakh*,928000.0,981000.0,6,100000,particular,Diesel,Manual,25.83,1498,99,5,400000,16000,16666.666666666668,2018
9123,18904,Toyota Fortuner,Toyota,Fortuner,New Car (On-Road Price) : Rs.39.12-45.22 Lakh*,3912000.0,4522000.0,3,68000,distribuidora,Diesel,Automatic,15.04,2755,174.5,7,3000000,120000,22666.666666666668,2021
9124,18908,Hyundai Creta,Hyundai,Creta,New Car (On-Road Price) : Rs.12.02-21.72 Lakh*,1202000.0,2172000.0,4,90000,particular,Petrol,Manual,15.29,1591,121.3,5,1180000,47200,22500.0,2020
9125,18909,Honda Civic,Honda,Civic,New Car (On-Road Price) : Rs.22.27-26.55 Lakh*,2227000.0,2655000.0,2,1923,distribuidora,Petrol,Automatic,16.5,1799,139.46,5,2200000,88000,961.5,2022
9126,18910,Volkswagen Polo,Volkswagen,Polo,New Car (On-Road Price) : Rs.6.96-11.44 Lakh*,696000.0,1144000.0,5,24000,distribuidora,Petrol,Automatic,17.2,1197,103.6,5,700000,28000,4800.0,2019
9127,18911,Honda City,Honda,City,New Car (On-Road Price) : Rs.13.62-18.06 Lakh*,1362000.0,1806000.0,7,60568,distribuidora,Petrol,Manual,17.4,1497,117.6,5,650000,26000,8652.57142857143,2017
9128,18912,Maruti Wagon R,Maruti,Wagon R,New Car (On-Road Price) : Rs.5.11-6.79 Lakh*,511000.0,679000.0,5,29000,particular,Petrol,Automatic,20.51,998,67,5,365000,14600,5800.0,2019
9130,18923,Maruti Celerio,Maruti,Celerio,New Car (On-Road Price) : Rs.5.55-7.00 Lakh*,555000.0,700000.0,6,15000,distribuidora,Petrol,Manual,23.1,998,67.04,5,475000,19000,2500.0,2018
9131,18930,Honda City,Honda,City,New Car (On-Road Price) : Rs.12.90-16.99 Lakh*,1290000.0,1699000.0,5,49590,distribuidora,Petrol,Manual,17.8,1497,117.3,5,725000,29000,9918.0,2019
9132,18933,Mahindra Scorpio,Mahindra,Scorpio,New Car (On-Road Price) : Rs.14.49-18.69 Lakh*,1449000.0,1869000.0,15,122524,distribuidora,Diesel,Manual,12.05,2179,120,8,265000,10600,8168.266666666666,2009
9133,18934,Skoda Rapid,Skoda,Rapid,New Car (On-Road Price) : Rs.8.75-14.98 Lakh*,875000.0,1498000.0,9,100000,particular,Petrol,Manual,15,1598,103.6,5,300000,12000,11111.111111111111,2015
9134,18935,Hyundai i20,Hyundai,i20,New Car (On-Road Price) : Rs.9.89-13.36 Lakh*,989000.0,1336000.0,6,50000,particular,Diesel,Manual,22.54,1396,88.73,5,680000,27200,8333.333333333334,2018
9135,18936,Honda Civic,Honda,Civic,New Car (On-Road Price) : Rs.21.22-25.25 Lakh*,2122000.0,2525000.0,12,66000,distribuidora,Petrol,Manual,13.5,1799,130,5,275000,11000,5500.0,2012
9136,18938,Maruti Swift Dzire,Maruti,Swift Dzire,New Car (On-Road Price) : Rs.7.15-10.66 Lakh*,715000.0,1066000.0,6,20000,particular,Petrol,Manual,20.85,1197,83.14,5,520000,20800,3333.3333333333335,2018
9137,18939,Volkswagen Polo,Volkswagen,Polo,New Car (On-Road Price) : Rs.7.40-12.08 Lakh*,740000.0,1208000.0,4,28000,distribuidora,Petrol,Automatic,17.21,1197,103.6,5,860000,34400,7000.0,2020
9138,18940,Hyundai Verna,Hyundai,Verna,New Car (On-Road Price) : Rs.12.85-18.11 Lakh*,1285000.0,1811000.0,10,47000,distribuidora,Diesel,Automatic,22.32,1582,126.32,5,450000,18000,4700.0,2014
9139,18941,Maruti Celerio,Maruti,Celerio,New Car (On-Road Price) : Rs.6.24-6.30 Lakh*,624000.0,630000.0,2,50000,particular,CNG,Manual,31.79,998,58.33,5,390000,15600,25000.0,2022
9140,18945,Ford Figo,Ford,Figo,New Car (On-Road Price) : Rs.6.84-8.56 Lakh*,684000.0,856000.0,3,43266,distribuidora,Petrol,Manual,18.16,1196,86.8,5,620000,24800,14422.0,2021
9141,18948,Hyundai i20,Hyundai,i20,New Car (On-Road Price) : Rs.8.21-14.01 Lakh*,821000.0,1401000.0,7,100000,particular,Petrol,Manual,18.6,1197,81.83,5,515000,20600,14285.714285714286,2017
9142,18950,Hyundai Verna,Hyundai,Verna,New Car (On-Road Price) : Rs.13.15-18.44 Lakh*,1315000.0,1844000.0,5,78000,distribuidora,Diesel,Manual,23.9,1582,126.2,5,751000,30040,15600.0,2019
9143,18951,Maruti Alto,Maruti,Alto,New Car (On-Road Price) : Rs.3.60-4.80 Lakh*,360000.0,480000.0,7,60000,distribuidora,Petrol,Manual,22.74,796,47.3,5,265000,10600,8571.42857142857,2017
9144,18956,Maruti Ciaz,Maruti,Ciaz,New Car (On-Road Price) : Rs.9.95-13.51 Lakh*,995000.0,1351000.0,4,21000,distribuidora,Petrol,Manual,20.73,1373,91.1,5,725000,29000,5250.0,2020
9145,18957,Hyundai i20,Hyundai,i20,New Car (On-Road Price) : Rs.8.22-14.02 Lakh*,822000.0,1402000.0,3,28061,distribuidora,Petrol,Automatic,15,1396,100,5,825000,33000,9353.666666666666,2021
9146,18958,Hyundai i20,Hyundai,i20,New Car (On-Road Price) : Rs.9.74-13.09 Lakh*,974000.0,1309000.0,6,58000,distribuidora,Diesel,Manual,22.54,1396,88.73,5,490000,19600,9666.666666666666,2018
9147,18963,Maruti Swift Dzire,Maruti,Swift Dzire,New Car (On-Road Price) : Rs.7.19-10.71 Lakh*,719000.0,1071000.0,4,35000,particular,Petrol,Manual,21.21,1197,81.8,5,700000,28000,8750.0,2020
9148,18964,Maruti Celerio,Maruti,Celerio,New Car (On-Road Price) : Rs.5.55-7.00 Lakh*,555000.0,700000.0,6,40000,particular,Petrol,Automatic,23.1,998,67.04,5,400000,16000,6666.666666666667,2018
9149,18965,BMW 7,BMW,7,New Car (On-Road Price) : Rs.1.67 Cr*,16700000.0,16700000.0,7,48000,distribuidora,Diesel,Automatic,16.46,2993,258,5,3350000,134000,6857.142857142857,2017
9150,18967,Datsun GO,Datsun,GO,New Car (On-Road Price) : Rs.5.14-8.46 Lakh*,514000.0,846000.0,6,56000,distribuidora,Petrol,Manual,19.44,1198,67,7,395000,15800,9333.333333333334,2018
9151,18968,Ford Ecosport,Ford,Ecosport,New Car (On-Road Price) : Rs.9.27-13.14 Lakh*,927000.0,1314000.0,5,20000,particular,Petrol,Manual,15.85,1499,110.4,5,620000,24800,4000.0,2019
9152,18969,Hyundai i20,Hyundai,i20,New Car (On-Road Price) : Rs.8.22-13.62 Lakh*,822000.0,1362000.0,9,80000,distribuidora,Petrol,Manual,17,1197,80,5,350000,14000,8888.888888888889,2015
9153,18972,Hyundai i20,Hyundai,i20,New Car (On-Road Price) : Rs.8.22-14.02 Lakh*,822000.0,1402000.0,3,12000,distribuidora,Petrol,Automatic,17.4,1197,81.86,5,890000,35600,4000.0,2021
9154,18973,Volkswagen Vento,Volkswagen,Vento,New Car (On-Road Price) : Rs.10.61-16.31 Lakh*,1061000.0,1631000.0,4,23000,distribuidora,Petrol,Automatic,18.19,1197,103.2,5,840000,33600,5750.0,2020
9155,18975,Toyota Innova,Toyota,Innova,New Car (On-Road Price) : Rs.21.31-31.07 Lakh*,2131000.0,3107000.0,3,80000,distribuidora,Diesel,Automatic,11.36,2755,171.5,7,2225000,89000,26666.666666666668,2021
9156,18976,Maruti Wagon R,Maruti,Wagon R,New Car (On-Road Price) : Rs.6.10-6.18 Lakh*,610000.0,618000.0,4,66807,distribuidora,CNG,Manual,26.2,998,58.2,5,410000,16400,16701.75,2020
9157,18979,BMW 7,BMW,7,New Car (On-Road Price) : Rs.1.67 Cr*,16700000.0,16700000.0,8,63000,distribuidora,Diesel,Automatic,14.49,2993,258,5,2250000,90000,7875.0,2016
9158,18981,Ford Figo,Ford,Figo,New Car (On-Road Price) : Rs.9.34-9.88 Lakh*,934000.0,988000.0,7,63000,distribuidora,Diesel,Manual,20,1399,68.05,5,450000,18000,9000.0,2017
9159,18982,Mahindra Scorpio,Mahindra,Scorpio,New Car (On-Road Price) : Rs.14.42-19.20 Lakh*,1442000.0,1920000.0,7,155000,particular,Diesel,Manual,12.05,2179,120,8,590000,23600,22142.85714285714,2017
9160,18983,Hyundai i20,Hyundai,i20,New Car (On-Road Price) : Rs.8.22-14.02 Lakh*,822000.0,1402000.0,2,14000,distribuidora,Petrol,Manual,18.6,1197,81.83,5,880000,35200,7000.0,2022
9161,18986,Maruti Baleno,Maruti,Baleno,New Car (On-Road Price) : Rs.7.40-11.22 Lakh*,740000.0,1122000.0,3,13422,distribuidora,Petrol,Automatic,21.4,1197,83.1,5,793000,31720,4474.0,2021
9162,18988,Maruti Ciaz,Maruti,Ciaz,New Car (On-Road Price) : Rs.10.41-14.36 Lakh*,1041000.0,1436000.0,2,11564,distribuidora,Petrol,Manual,20.73,1373,91.1,5,895000,35800,5782.0,2022
9163,18990,Mahindra Scorpio,Mahindra,Scorpio,New Car (On-Road Price) : Rs.15.19-19.71 Lakh*,1519000.0,1971000.0,3,57000,distribuidora,Diesel,Manual,15.4,1997,120,7,1035000,41400,19000.0,2021
9164,18992,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,New Car (On-Road Price) : Rs.50.88-1.71 Cr*,508800000.0,17100000.0,9,60000,particular,Petrol,Automatic,11.74,1796,186,5,1060000,42400,6666.666666666667,2015
9165,18994,Hyundai i20,Hyundai,i20,New Car (On-Road Price) : Rs.8.22-14.02 Lakh*,822000.0,1402000.0,11,67000,distribuidora,Petrol,Manual,20.35,1197,81.86,5,395000,15800,6090.909090909091,2013
9166,18996,Hyundai Verna,Hyundai,Verna,New Car (On-Road Price) : Rs.13.09-18.29 Lakh*,1309000.0,1829000.0,9,72000,distribuidora,Diesel,Manual,22.32,1582,126.32,5,350000,14000,8000.0,2015
9167,19000,Maruti Wagon R,Maruti,Wagon R,New Car (On-Road Price) : Rs.5.11-7.00 Lakh*,511000.0,700000.0,10,70000,particular,Petrol,Manual,18.9,998,67.1,5,185000,7400,7000.0,2014
9168,19001,Honda City,Honda,City,New Car (On-Road Price) : Rs.12.47-16.57 Lakh*,1247000.0,1657000.0,5,50000,particular,Petrol,Manual,17.8,1497,117.3,5,600000,24000,10000.0,2019
9169,19002,Maruti Wagon R,Maruti,Wagon R,New Car (On-Road Price) : Rs.5.11-7.00 Lakh*,511000.0,700000.0,11,80000,particular,Petrol,Manual,18.9,998,67.1,5,163000,6520,7272.727272727273,2013
9170,19005,Hyundai Verna,Hyundai,Verna,New Car (On-Road Price) : Rs.11.98-17.33 Lakh*,1198000.0,1733000.0,9,70000,particular,Diesel,Manual,23.5,1396,88.7,5,475000,19000,7777.777777777777,2015
9171,19006,Ford Ecosport,Ford,Ecosport,New Car (On-Road Price) : Rs.10.77-14.59 Lakh*,1077000.0,1459000.0,6,57000,distribuidora,Diesel,Manual,22.7,1498,89.84,5,735000,29400,9500.0,2018
9172,19010,Hyundai Verna,Hyundai,Verna,New Car (On-Road Price) : Rs.13.62-19.13 Lakh*,1362000.0,1913000.0,9,60795,distribuidora,Diesel,Manual,22.32,1582,126.3,5,635000,25400,6755.0,2015
9173,19011,Maruti Celerio,Maruti,Celerio,New Car (On-Road Price) : Rs.6.09-7.10 Lakh*,609000.0,710000.0,2,23400,distribuidora,Petrol,Manual,21.63,998,67.05,5,515000,20600,11700.0,2022
9174,19014,Mahindra KUV,Mahindra,KUV,New Car (On-Road Price) : Rs.7.37-9.30 Lakh*,737000.0,930000.0,4,17000,distribuidora,Petrol,Manual,18.15,1198,82,6,729000,29160,4250.0,2020
9175,19015,Skoda Superb,Skoda,Superb,New Car (On-Road Price) : Rs.35.37-38.27 Lakh*,3537000.0,3827000.0,7,36803,distribuidora,Petrol,Automatic,13.7,1798,157.75,5,1125000,45000,5257.571428571428,2017
9176,19016,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,New Car (On-Road Price) : Rs.54.32-67.87 Lakh*,5432000.0,6787000.0,8,66000,distribuidora,Diesel,Automatic,14.84,2143,167.62,5,1475000,59000,8250.0,2016
9177,19019,BMW 3,BMW,3,New Car (On-Road Price) : Rs.50.61-57.25 Lakh*,5061000.0,5725000.0,10,32000,distribuidora,Diesel,Automatic,22.69,1995,190,5,880000,35200,3200.0,2014
9178,19021,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,New Car (On-Road Price) : Rs.79.91-99.58 Lakh*,7991000.0,9958000.0,6,57000,distribuidora,Diesel,Automatic,13,2143,201.1,5,2850000,114000,9500.0,2018
9179,19022,Maruti Eeco,Maruti,Eeco,New Car (On-Road Price) : Rs.4.59-5.05 Lakh*,459000.0,505000.0,3,20000,particular,Petrol,Manual,15.37,1196,73,5,350000,14000,6666.666666666667,2021
9180,19023,Honda City,Honda,City,New Car (On-Road Price) : Rs.13.62-18.06 Lakh*,1362000.0,1806000.0,12,120000,particular,Petrol,Manual,17,1497,118,5,350000,14000,10000.0,2012
